Código Institución,Código Modular,Anexo,Nombre de SS.EE.,Ubigeo,Departamento,Provincia,Distrito,Código DRE/UGEL,DRE / UGEL,Centro Poblado,Código Centro Poblado,Código Local,Dirección,Nivel / Modalidad,Gestion / Dependencia,Latitud,Longitud,Altitud,Fuente de coordenadas
20177055.0,917864,0,17258,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,ALTO NUMPATKAIM,545022,4574.0,ALTO NUMPATKAIM,Primaria,Pública - Sector Educación,-5.2644067,-78.43664417,328,MED_GPS (LOCAL)
20177055.0,1686401,0,17258,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,ALTO NUMPATKAIM,545022,4574.0,ALTO NUMPATKAIM,Inicial - Jardín,Pública - Sector Educación,-5.2644067,-78.43664417,328,MED_GPS (LOCAL)
,3975879,0,ISLA YAMAKAI,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,ALTO NUMPATKAIM,545022,,COMUNIDAD ISLA YAMAKAI,Inicial No Escolarizado,Pública - Sector Educación,-5.263166,-78.438156,341,MED_REG (LOCAL)
20178531.0,1307537,0,17802,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,EL TAYO,619784,520623.0,EL TAYO,Primaria,Pública - Sector Educación,-5.34565739,-78.47610851,605,MED_GPS (LOCAL)
20184892.0,1686427,0,334,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,EL TAYO,619784,770551.0,EL TAYO,Inicial - Jardín,Pública - Sector Educación,-5.34500347,-78.47489388,582,MED_GPS (LOCAL)
20179945.0,1464866,0,17848,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,MAJUSH ENTSA,682281,591521.0,MAJUSH ENTSA ANEXO,Primaria,Pública - Sector Educación,-5.29437227,-78.42675667,326,MED_GPS (LOCAL)
,1692472,0,MAJUSH ENTSA,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,MAJUSH ENTSA,682281,110851.0,MAJUSH ENTSA,Inicial No Escolarizado,Pública - Sector Educación,-5.293635,-78.427159,334,MED_REG (LOCAL)
20175982.0,623249,0,17151,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,NAJEM,513066,4437.0,NAJEM,Primaria,Pública - Sector Educación,-5.26349995,-78.44031003,329,MED_GPS (LOCAL)
20184711.0,1686443,0,333,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,NAJEM,513066,770570.0,NAJEM,Inicial - Jardín,Pública - Sector Educación,-5.26334605,-78.44024575,325,UGEL_GPS (LOCAL)
20189193.0,1718790,0,SEGUNDO ROMULO GUERRA ROJAS,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,NAJEM,513066,801010.0,NAJEM,Secundaria,Pública - Sector Educación,-5.2634545,-78.4415652,339,UGEL_GPS (LOCAL)
25068556.0,1686393,0,16728,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,PAIK,547722,850661.0,PAIK,Inicial - Jardín,Pública - Sector Educación,-5.20715,-78.45253,907,UGELCENSO_GPS (LOCAL)
25068556.0,270488,0,16728,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,PAIK,547722,4220.0,PAIK,Primaria,Pública - Sector Educación,-5.20619,-78.45274,928,UGELCENSO_GPS (LOCAL)
20174080.0,491886,0,16358,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,SHAIM,540236,3975.0,SHAIM,Primaria,Pública - Sector Educación,-5.2379,-78.487,529,GPS_OTRAS_FUENTES (LOCAL)
20174080.0,1686377,0,16358,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,SHAIM,540236,850656.0,SHAIM,Inicial - Jardín,Pública - Sector Educación,-5.23795,-78.48709,529,UBICACION_WEB_MED (LOCAL)
23147890.0,1663335,0,17867,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,SHAWI,654242,745401.0,SHAWI,Primaria,Pública - Sector Educación,-5.27679326,-78.42693927,341,MED_GPS (LOCAL)
,3912463,0,SHAWI,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,SHAWI,654242,102566.0,SHAWI,Inicial No Escolarizado,Pública - Sector Educación,-5.275762,-78.427083,343,MED_REG (LOCAL)
22869612.0,1546167,0,278,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,TSUNT SUNTSA,518656,629500.0,TSUNT SUNTSA,Inicial - Jardín,Pública - Sector Educación,-5.38939669,-78.45362849,351,UGELCENSO_GPS (LOCAL)
20175311.0,623660,0,17139,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,TSUNTSUNTSA,518656,4338.0,TSUNTSUNTSA S/N,Primaria,Pública - Sector Educación,-5.38901331,-78.4538809,355,UGELCENSO_GPS (LOCAL)
20173580.0,402297,0,16320,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,TUTUMBEROS,131261,3824.0,TUTUMBEROS,Primaria,Pública - Sector Educación,-5.33737806,-78.45449016,355,MED_GPS (LOCAL)
20184221.0,1620749,0,319,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,TUTUMBEROS,131261,685317.0,TUTUMBEROS,Inicial - Jardín,Pública - Sector Educación,-5.33750726,-78.45491702,371,MED_GPS (LOCAL)
26280141.0,1693233,0,GERARDO WEEPIU DAEKAT,10202,AMAZONAS,BAGUA,ARAMANGO,10009,IBIR-IMAZA,TUTUMBEROS,131261,776888.0,TUTUMBEROS,Secundaria,Pública - Sector Educación,-5.33738434,-78.45497138,371,UGELCENSO_GPS (LOCAL)
20174579.0,402339,0,16718,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ACHU,522173,4121.0,NATIVA ACHU S/N,Primaria,Pública - Sector Educación,-4.939923,-78.25261,681,GPS_OTRAS_FUENTES (LOCAL)
20185392.0,1686450,0,340,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ACHU,522173,770589.0,ACHU,Inicial - Jardín,Pública - Sector Educación,-4.93452166,-78.25084421,680,UGEL_GPS (LOCAL)
26098572.0,3041084,0,18862,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AGKUNIP,693206,910349.0,AGKUNIP,Primaria,Pública - Sector Educación,-5.19625425,-78.19486856,404,MED_REG (LOCAL)
20178876.0,1373000,0,17830,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AGKUSHIP,616988,534696.0,ANEXO AGKUSHIP,Primaria,Pública - Sector Educación,-5.1549641,-78.14350243,518,GPS_OTRAS_FUENTES (LOCAL)
20188510.0,1743673,0,376,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AGKUSHIP,616988,818826.0,AGKUSHIP,Inicial - Jardín,Pública - Sector Educación,-5.15489,-78.14285,528,UBICACION_WEB (LOCAL)
20177136.0,745059,0,17336,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AGUAS TURBIAS,124612,4588.0,AGUAS TURBIAS,Primaria,Pública - Sector Educación,-4.9652,-78.21885,359,MED_GPS (LOCAL)
20185058.0,1686468,0,337,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AGUAS TURBIAS,124612,770594.0,AGUAS TURBIAS,Inicial - Jardín,Pública - Sector Educación,-4.96467498,-78.21831087,356,UGEL_GPS (LOCAL)
22788027.0,917922,0,17348,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALMENDRO,110953,4705.0,EL ALMENDRO,Primaria,Pública - Sector Educación,-5.27134593,-78.37624335,537,MED_GPS (LOCAL)
,3975878,0,DAPINTS,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO DAPINZA,654677,110864.0,PARQUE COMUNIDAD NAZARETH,Inicial No Escolarizado,Pública - Sector Educación,-5.13238,-78.334563,438,MED_REG (LOCAL)
20189509.0,1412253,0,17837,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO SHAMATAK,682993,563052.0,ANEXO ALTO SHAMATAK - TUYAGKUWAS,Primaria,Pública - Sector Educación,-4.61842,-78.600928,779,GPS_OTRAS_FUENTES (LOCAL)
20187522.0,1732700,0,365,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO SHAMATAK,682993,810463.0,ALTO SHAMATAK COMUNIDAD NATIVA,Inicial - Jardín,Pública - Sector Educación,-4.61860521,-78.59999887,773,UGEL_GPS (LOCAL)
20175230.0,1711886,0,17137,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO TUNTUS,684383,850637.0,ALTO TUNTUS,Inicial - Jardín,Pública - Sector Educación,-4.66033,-78.5922,720,UGELCENSO_GPS (LOCAL)
20175230.0,593889,0,17137,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO TUNTUS,684383,4319.0,ALTO TUNTUS,Primaria,Pública - Sector Educación,-4.66215594,-78.5913802,720,UGELCENSO_GPS (LOCAL)
24447928.0,3014644,0,MARCIAL TIWI UGKUM,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO TUNTUS,684383,903042.0,ALTO TUNTUS,Secundaria,Pública - Sector Educación,-4.660372,-78.59228472,720,MED_REG (LOCAL)
,3998099,0,YAYA,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ALTO WAWAS,654669,104898.0,ALTO WAWAS,Inicial No Escolarizado,Pública - Sector Educación,-5.321891,-78.293026,566,MED_REG (LOCAL)
20187786.0,1732726,0,367,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ANEXO ALTO PAGKI,683355,810482.0,ANEXO ALTO PAGKI,Inicial - Jardín,Pública - Sector Educación,-5.05823855,-78.42699048,406,UGEL_GPS (LOCAL)
22317512.0,3005477,0,17908,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ANEXO INCHITUSH WAWIK,683882,901689.0,ANEXO INCHITUSH WAWIK,Primaria,Pública - Sector Educación,-4.81172222,-78.17616666,460,MED_REG (LOCAL)
22317369.0,3005469,0,17902,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ANEXO PUERTO TIWI (SAN PABLO),117667,901670.0,ANEXO PUERTO TIWI - SAN PABLO,Primaria,Pública - Sector Educación,-4.75602778,-78.18013888,243,MED_REG (LOCAL)
22409018.0,3007101,0,17904,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,ANEXO UKAIM TSEGKEN,684087,901745.0,ANEXO UKAIM TSEGKEN,Primaria,Pública - Sector Educación,-5.15510555,-78.1990694,314,MED_REG (LOCAL)
22869531.0,1324615,0,17815,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AUTUKAI,653985,398665.0,AUTUKAI,Primaria,Pública - Sector Educación,-4.86886377,-78.19948624,249,MED_GPS (LOCAL)
20188103.0,1743699,0,371,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,AUTUKAI,653985,818845.0,AUTUKAI,Inicial - Jardín,Pública - Sector Educación,-4.86863696,-78.19981975,252,UGEL_GPS (LOCAL)
22870191.0,1347210,0,17839,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BAKAIG,653268,517036.0,BAKAIG,Primaria,Pública - Sector Educación,-5.02512114,-78.36989757,318,MED_GPS (LOCAL)
20187451.0,1711852,0,364,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BAKAIG,653268,792968.0,BAKAIG,Inicial - Jardín,Pública - Sector Educación,-5.02568276,-78.36977546,317,UGEL_GPS (LOCAL)
,3980124,0,SUGKA,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BAKAIG,653268,110593.0,BAKAIG,Inicial No Escolarizado,Pública - Sector Educación,-5.018491,-78.370644,315,MED_REG (LOCAL)
20175567.0,623207,0,17146,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BAKANTS,614169,4395.0,BAKANTS,Primaria,Pública - Sector Educación,-5.204777,-78.135573,503,GPS_OTRAS_FUENTES (LOCAL)
20186798.0,1711779,0,356,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BAKANTS,614169,792888.0,BAKANTS,Inicial - Jardín,Pública - Sector Educación,-5.20368575,-78.13536661,499,UGEL_GPS (LOCAL)
,3969878,0,IKAMIA BAKAU,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BAKAU,684068,114888.0,COMUNIDAD BAKAU,Inicial No Escolarizado,Pública - Sector Educación,-5.028153,-78.444604,408,MED_REG (LOCAL)
20174730.0,270363,0,16723,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BICHANAK,542345,4178.0,BICHANAK S/N,Primaria,Pública - Sector Educación,-4.93925036,-78.1975361,291,MED_GPS (LOCAL)
20183640.0,1620673,0,311,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BICHANAK,542345,685242.0,BICHANAK,Inicial - Jardín,Pública - Sector Educación,-4.9385,-78.1976,294,GPS_OTRAS_FUENTES (LOCAL)
,3998745,0,PUENTE VERDE,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BICHANAK,542345,116516.0,PUENTE VERDE BICHANAK,Inicial No Escolarizado,Pública - Sector Educación,-4.927623,-78.180566,339,MED_REG (LOCAL)
,3998092,0,YAMPAN,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BICHANTS,684390,104894.0,BICHANTS,Inicial No Escolarizado,Pública - Sector Educación,-4.732314,-78.178561,233,MED_REG (LOCAL)
20178957.0,1373034,0,17833,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BICHANTS INAYU,684390,534724.0,BICHANTS INAYU,Primaria,Pública - Sector Educación,-4.732213,-78.178992,232,GPS_OTRAS_FUENTES (LOCAL)
25422805.0,1663285,0,17853,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BUCHIGKIS,653269,745340.0,BUCHIGKIS,Primaria,Pública - Sector Educación,-5.1983492,-78.27865326,309,MED_GPS (LOCAL)
20175494.0,623652,0,17142,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BUKUIG,516103,4362.0,BUKUIG S/N,Primaria,Pública - Sector Educación,-5.01856669,-78.33408762,307,UGEL_GPS (LOCAL)
22816160.0,1743681,0,378,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,BUKUIG,516103,818831.0,BUKUIG,Inicial - Jardín,Pública - Sector Educación,-5.01906631,-78.33383777,315,UGEL_GPS (LOCAL)
23103737.0,676569,0,17156,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CAMPAENTSA,116118,4480.0,CAMPAENTSA S/N,Primaria,Pública - Sector Educación,-4.9497,-78.3469,360,GPS_OTRAS_FUENTES (LOCAL)
20185473.0,1686476,0,341,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CAMPAENTSA,116118,770607.0,CAMPAENTSA,Inicial - Jardín,Pública - Sector Educación,-4.94897684,-78.34529264,313,UGEL_GPS (LOCAL)
20174404.0,269993,0,16717,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CENTRO WAWIK,128811,4116.0,CENTRO WAWIK S/N,Primaria,Pública - Sector Educación,-4.8051,-78.197,248,GPS_OTRAS_FUENTES (LOCAL)
20184302.0,1643170,0,323,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CENTRO WAWIK,128811,726582.0,CENTRO WAWIK,Inicial - Jardín,Pública - Sector Educación,-4.80753,-78.19817,240,UGELCENSO_GPS (LOCAL)
25351851.0,3023298,0,ALFONSO MAJUASH TIINCH,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CENTRO WAWIK,128811,906234.0,CENTRO WAWIK,Secundaria,Pública - Sector Educación,-4.80506,-78.19553,244,MED_REG (LOCAL)
20178124.0,917898,0,17347,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHAPI,653266,4692.0,KUSU CHAPI S/N,Primaria,Pública - Sector Educación,-5.07305657,-78.35453377,293,UGEL_GPS (LOCAL)
22870432.0,1346261,0,17843,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHAPI WAWIK,529974,516112.0,CHAPI WAWIK,Primaria,Pública - Sector Educación,-4.8272,-78.1957,251,GPS_OTRAS_FUENTES (LOCAL)
20186046.0,1686484,0,347,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHAPI WAWIK,529974,770612.0,CHAPI WAWIK,Inicial - Jardín,Pública - Sector Educación,-4.8272757,-78.19498094,249,UGEL_GPS (LOCAL)
20190248.0,1307610,0,17803,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHAYU ATUMSAMU,150003,520699.0,CHAYU ATUMSAMU,Primaria,Pública - Sector Educación,-5.31363773,-78.2885484,537,GPS_OTRAS_FUENTES (LOCAL)
,1694740,0,CHAYUATUMSAMU,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHAYU ATUMSAMU,150003,110852.0,CHAYU ATUMSAMU,Inicial No Escolarizado,Pública - Sector Educación,-5.31559,-78.28853,541,MED_REG (LOCAL)
20189924.0,1412246,0,17828,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHAYUYAKU,620678,563047.0,CHAYUYAKU,Primaria,Pública - Sector Educación,-5.44766935,-78.04243769,740,UGEL_GPS (LOCAL)
23149044.0,1696939,0,17877,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHICHIJAM ENTSA,682327,779962.0,CHICHIJAM ENTSA,Primaria,Pública - Sector Educación,-4.90654,-78.3517,324,UGELCENSO_GPS (LOCAL)
20173173.0,1464825,0,17850,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIGKANAS,652952,591489.0,CHIGKANAS,Primaria,Pública - Sector Educación,-5.18831777,-78.15782466,477,MED_GPS (LOCAL)
22317105.0,3005444,0,450,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIGKANAS,652952,901651.0,CHIGKANAS,Inicial - Jardín,Pública - Sector Educación,-5.1884137,-78.156952,477,MED_REG (LOCAL)
22815903.0,1711894,0,17140,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIJA,534804,850642.0,CHIJA,Inicial - Jardín,Pública - Sector Educación,-4.77066,-78.52118,582,UGELCENSO_GPS (LOCAL)
22815903.0,593913,0,17140,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIJA,534804,4343.0,CHIJA,Primaria,Pública - Sector Educación,-4.77011804,-78.52117587,584,MED_GPS (LOCAL)
20182814.0,1464817,0,303,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIKAIS,128905,591470.0,CHIKAIS,Inicial - Jardín,Pública - Sector Educación,-4.69961799,-78.19050745,245,MED_GPS (LOCAL)
26280060.0,1732585,0,ROGER GUZMAN SUGKA,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIKAIS,128905,810340.0,CHIKAIS,Secundaria,Pública - Sector Educación,-4.70359,-78.1887,244,UGELCENSO_GPS (LOCAL)
24995984.0,1346279,0,17832,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHINIM,653265,516126.0,CHINIM,Primaria,Pública - Sector Educación,-5.07650248,-78.31669086,280,MED_GPS (LOCAL)
20186127.0,1686492,0,348,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHINIM,653265,770626.0,CHINIM,Inicial - Jardín,Pública - Sector Educación,-5.07704197,-78.31734201,291,UGEL_GPS (LOCAL)
24555259.0,1307503,0,17819,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHINIM WAWAS,683359,520595.0,CHINIM WAWAS,Primaria,Pública - Sector Educación,-5.23764,-78.35518566,350,UGELCENSO_GPS (LOCAL)
20187298.0,1711837,0,362,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHINIM WAWAS,683359,792949.0,CHINIM WAWAS,Inicial - Jardín,Pública - Sector Educación,-5.23742656,-78.35559286,350,UGEL_GPS (LOCAL)
20173823.0,554543,0,16351,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIPE CUZU,115087,3918.0,CHIPE CUZU,Primaria,Pública - Sector Educación,-4.7941,-78.2903,261,GPS_OTRAS_FUENTES (LOCAL)
20180420.0,708172,0,256,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIPE CUZU,115087,3664.0,CHIPE CUZU,Inicial - Jardín,Pública - Sector Educación,-4.7943,-78.2896,256,GPS_OTRAS_FUENTES (LOCAL)
20188936.0,745125,0,JOSE KISTUG PUJUPAT,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIPE CUZU,115087,4809.0,CHIPE CUZU,Secundaria,Pública - Sector Educación,-4.7957,-78.2908,262,GPS_OTRAS_FUENTES (LOCAL)
20173416.0,402271,0,16318,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,3800.0,JIRON RICARDO PALMA,Primaria,Pública - Sector Educación,-5.1615,-78.2885,299,GPS_OTRAS_FUENTES (LOCAL)
20180269.0,553842,0,210,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,3640.0,AVENIDA PRINCIPAL 881,Inicial - Jardín,Pública - Sector Educación,-5.1604,-78.288,295,GPS_OTRAS_FUENTES (LOCAL)
20180269.0,553842,1,210,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,915573.0,CALLE TUYAGKUWAS S/N,Inicial - Jardín,Pública - Sector Educación,-5.16591,-78.29024,314,MED_REG (LOCAL)
22871188.0,593947,0,TECNICO INDUSTRIAL TUPAC AMARU,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,4772.0,AVENIDA PRINCIPAL 220,Secundaria,Pública - Sector Educación,-5.1639,-78.2869,298,GPS_OTRAS_FUENTES (LOCAL)
20189355.0,1272392,0,TEODULO BECERRA PEREZ,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,4852.0,AVENIDA AWAJUN S/N,Básica Alternativa - Avanzado,Pública - Sector Educación,-5.16296081,-78.28905172,304,UGEL_GPS (LOCAL)
20189355.0,676981,0,TEODULO BECERRA PEREZ,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,4852.0,AVENIDA AWAJUN S/N,Básica Alternativa - Inicial e Intermedio,Pública - Sector Educación,-5.16296081,-78.28905172,304,UGEL_GPS (LOCAL)
,918136,0,TSAMAJAIN,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,4866.0,AVENIDA MORRO SOLAR S/N,Superior Tecnológica,Pública - Sector Educación,-5.1625,-78.2885,299,GPS_OTRAS_FUENTES (LOCAL)
23143429.0,1766989,0,YAGKUA,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CHIRIACO,118993,837698.0,CHIRIACO,Básica Especial - Primaria,Pública - Sector Educación,-5.1641006,-78.28931727,304,UGEL_GPS (LOCAL)
20177624.0,745117,0,17342,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,COCHA VERDE,551478,4649.0,COCHA VERDE S/N,Primaria,Pública - Sector Educación,-4.85698342,-78.17128154,258,MED_GPS (LOCAL)
,4008310,0,COCHA VERDE,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,COCHA VERDE,551478,117441.0,COCHA VERDE,Inicial No Escolarizado,Pública - Sector Educación,-4.857162,-78.171238,261,MED_REG (LOCAL)
20174994.0,623710,0,17088,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,CUZUMATAC,567352,4258.0,CUZUMATAC,Primaria,Pública - Sector Educación,-4.9164432,-78.10697305,287,MED_GPS (LOCAL)
23148390.0,1663343,0,17869,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DAKUETKAU,227741,745397.0,DAKUETKAU,Primaria,Pública - Sector Educación,-4.75964574,-78.21282957,245,MED_GPS (LOCAL)
25304421.0,3022779,0,18858,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DAUK ENTSA,693115,906088.0,DAUK ENTSA,Primaria,Pública - Sector Educación,-5.03347635,-78.31782103,395,MED_REG (LOCAL)
,3978208,0,DUKUM ENTSA,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DUKUM ENTSA,692685,104092.0,COMUNIDAD DUKUM ENTSA,Inicial No Escolarizado,Pública - Sector Educación,-5.1843,-78.383476,311,MED_REG (LOCAL)
20174242.0,223453,0,16590,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DURAND,125691,4036.0,DURAND S/N,Primaria,Pública - Sector Educación,-5.23820259,-78.36452857,362,MED_GPS (LOCAL)
20181419.0,1561620,0,287,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DURAND,125691,636874.0,DURAND,Inicial - Jardín,Pública - Sector Educación,-5.2387,-78.3642,363,GPS_OTRAS_FUENTES (LOCAL)
22815741.0,1623578,0,16720,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DUSHIP,110993,850595.0,DUSHIP,Inicial - Jardín,Pública - Sector Educación,-5.02899,-78.33866,295,UBICACION_WEB (LOCAL)
22815741.0,270132,0,16720,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,DUSHIP,110993,4140.0,DUSHIP,Primaria,Pública - Sector Educación,-5.02878617,-78.33841848,294,MED_GPS (LOCAL)
20176067.0,676973,0,17155,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,EL PARAISO,131593,4475.0,ELPARAISO,Primaria,Pública - Sector Educación,-4.86883467,-78.17321475,259,MED_GPS (LOCAL)
20185546.0,1686518,0,342,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,EL PARAISO,131593,770645.0,EL PARAISO,Inicial - Jardín,Pública - Sector Educación,-4.8685606,-78.17336183,256,UGEL_GPS (LOCAL)
22870505.0,1412311,0,17844,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,EPEMIMU,654676,563113.0,EPEMIMU NAZARETH,Primaria,Pública - Sector Educación,-5.15459234,-78.32559312,321,UGEL_GPS (LOCAL)
20184485.0,1645365,0,324,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,EPEMIMU,654676,727911.0,EPEMIMU NAZARETH,Inicial - Jardín,Pública - Sector Educación,-5.15242328,-78.32596994,323,UGEL_GPS (LOCAL)
20173742.0,402354,0,16326,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,HUANTSA,649968,3881.0,HUANTSA,Primaria,Pública - Sector Educación,-4.99678128,-78.39019842,307,MED_GPS (LOCAL)
20182652.0,1464833,0,301,10205,AMAZONAS,BAGUA,IMAZA,10009,IBIR-IMAZA,HUANTSA,649968,591494.0,HUANTSA,Inicial - Jardín,Pública - Sector Educación,-4.99672807,-78.38795746,314,MED_GPS (LOCAL)
